Community,week_index,week_start,Accident_Count
AL HEBIAH FIFTH,10,2024-05-08,0
AL HEBIAH FIFTH,11,2024-05-15,0
AL HEBIAH FIFTH,12,2024-05-22,0
AL HEBIAH FIFTH,13,2024-05-29,0
AL HEBIAH FIFTH,14,2024-06-05,3
AL HEBIAH FIFTH,15,2024-06-12,2
AL HEBIAH FIFTH,16,2024-06-19,3
AL HEBIAH FIFTH,17,2024-06-26,1
AL HEBIAH FIFTH,18,2024-07-03,4
AL HEBIAH FIFTH,19,2024-07-10,0
AL HEBIAH FIFTH,20,2024-07-17,1
AL HEBIAH FIFTH,21,2024-07-24,4
AL HEBIAH FIFTH,22,2024-07-31,5
AL HEBIAH FIFTH,23,2024-08-07,2
AL HEBIAH FIFTH,24,2024-08-14,2
AL HEBIAH FIFTH,25,2024-08-21,5
AL HEBIAH FIFTH,26,2024-08-28,2
AL HEBIAH FIFTH,27,2024-09-04,0
AL HEBIAH FIFTH,28,2024-09-11,1
AL HEBIAH FIFTH,29,2024-09-18,3
AL HEBIAH FIFTH,30,2024-09-25,0
AL HEBIAH FIRST,1,2024-03-06,6
AL HEBIAH FIRST,2,2024-03-13,19
AL HEBIAH FIRST,3,2024-03-20,15
AL HEBIAH FIRST,4,2024-03-27,8
AL HEBIAH FIRST,5,2024-04-03,15
AL HEBIAH FIRST,6,2024-04-10,12
AL HEBIAH FIRST,7,2024-04-17,2
AL HEBIAH FIRST,8,2024-04-24,0
AL HEBIAH FIRST,9,2024-05-01,0
AL HEBIAH FIRST,10,2024-05-08,0
AL HEBIAH FIRST,11,2024-05-15,0
AL HEBIAH FIRST,12,2024-05-22,0
AL HEBIAH FIRST,13,2024-05-29,0
AL HEBIAH FIRST,14,2024-06-05,0
AL HEBIAH FIRST,15,2024-06-12,10
AL HEBIAH FIRST,16,2024-06-19,16
AL HEBIAH FIRST,17,2024-06-26,15
AL HEBIAH FIRST,18,2024-07-03,21
AL HEBIAH FIRST,19,2024-07-10,13
AL HEBIAH FIRST,20,2024-07-17,6
AL HEBIAH FIRST,21,2024-07-24,7
AL HEBIAH FIRST,22,2024-07-31,17
AL HEBIAH FIRST,23,2024-08-07,16
AL HEBIAH FIRST,24,2024-08-14,14
AL HEBIAH FIRST,25,2024-08-21,14
AL HEBIAH FIRST,26,2024-08-28,16
AL HEBIAH FIRST,27,2024-09-04,4
AL HEBIAH FIRST,28,2024-09-11,13
AL HEBIAH FIRST,29,2024-09-18,12
AL HEBIAH FIRST,30,2024-09-25,1
AL HEBIAH FOURTH,1,2024-03-06,12
AL HEBIAH FOURTH,2,2024-03-13,11
AL HEBIAH FOURTH,3,2024-03-20,14
AL HEBIAH FOURTH,4,2024-03-27,5
AL HEBIAH FOURTH,5,2024-04-03,13
AL HEBIAH FOURTH,6,2024-04-10,11
AL HEBIAH FOURTH,7,2024-04-17,2
AL HEBIAH FOURTH,8,2024-04-24,0
AL HEBIAH FOURTH,9,2024-05-01,0
AL HEBIAH FOURTH,10,2024-05-08,0
AL HEBIAH FOURTH,11,2024-05-15,0
AL HEBIAH FOURTH,12,2024-05-22,0
AL HEBIAH FOURTH,13,2024-05-29,0
AL HEBIAH FOURTH,14,2024-06-05,2
AL HEBIAH FOURTH,15,2024-06-12,7
AL HEBIAH FOURTH,16,2024-06-19,12
AL HEBIAH FOURTH,17,2024-06-26,19
AL HEBIAH FOURTH,18,2024-07-03,14
AL HEBIAH FOURTH,19,2024-07-10,10
AL HEBIAH FOURTH,20,2024-07-17,14
AL HEBIAH FOURTH,21,2024-07-24,14
AL HEBIAH FOURTH,22,2024-07-31,13
AL HEBIAH FOURTH,23,2024-08-07,10
AL HEBIAH FOURTH,24,2024-08-14,19
AL HEBIAH FOURTH,25,2024-08-21,9
AL HEBIAH FOURTH,26,2024-08-28,16
AL HEBIAH FOURTH,27,2024-09-04,1
AL HEBIAH FOURTH,28,2024-09-11,11
AL HEBIAH FOURTH,29,2024-09-18,19
AL HEBIAH FOURTH,30,2024-09-25,1
AL HEBIAH SECOND,1,2024-03-06,7
AL HEBIAH SECOND,2,2024-03-13,7
AL HEBIAH SECOND,3,2024-03-20,2
AL HEBIAH SECOND,4,2024-03-27,5
AL HEBIAH SECOND,5,2024-04-03,6
AL HEBIAH SECOND,6,2024-04-10,2
AL HEBIAH SECOND,7,2024-04-17,0
AL HEBIAH SECOND,8,2024-04-24,0
AL HEBIAH SECOND,9,2024-05-01,0
AL HEBIAH SECOND,10,2024-05-08,0
AL HEBIAH SECOND,11,2024-05-15,0
AL HEBIAH SECOND,12,2024-05-22,0
AL HEBIAH SECOND,13,2024-05-29,0
AL HEBIAH SECOND,14,2024-06-05,1
AL HEBIAH SECOND,15,2024-06-12,4
AL HEBIAH SECOND,16,2024-06-19,6
AL HEBIAH SECOND,17,2024-06-26,3
AL HEBIAH SECOND,18,2024-07-03,2
AL HEBIAH SECOND,19,2024-07-10,4
AL HEBIAH SECOND,20,2024-07-17,2
AL HEBIAH SECOND,21,2024-07-24,5
AL HEBIAH SECOND,22,2024-07-31,1
AL HEBIAH SECOND,23,2024-08-07,3
AL HEBIAH SECOND,24,2024-08-14,7
AL HEBIAH SECOND,25,2024-08-21,0
AL HEBIAH SECOND,26,2024-08-28,5
AL HEBIAH SECOND,27,2024-09-04,0
AL HEBIAH SECOND,28,2024-09-11,3
AL HEBIAH SECOND,29,2024-09-18,8
AL HEBIAH SECOND,30,2024-09-25,0
AL HEBIAH SIXTH,1,2024-03-06,4
AL HEBIAH SIXTH,2,2024-03-13,3
AL HEBIAH SIXTH,3,2024-03-20,5
AL HEBIAH SIXTH,4,2024-03-27,4
AL HEBIAH SIXTH,5,2024-04-03,3
AL HEBIAH SIXTH,6,2024-04-10,5
AL HEBIAH SIXTH,7,2024-04-17,3
AL HEBIAH SIXTH,8,2024-04-24,0
AL HEBIAH SIXTH,9,2024-05-01,0
AL HEBIAH SIXTH,10,2024-05-08,0
AL HEBIAH SIXTH,11,2024-05-15,0
AL HEBIAH SIXTH,12,2024-05-22,0
AL HEBIAH SIXTH,13,2024-05-29,0
AL HEBIAH SIXTH,14,2024-06-05,1
AL HEBIAH SIXTH,15,2024-06-12,2
AL HEBIAH SIXTH,16,2024-06-19,3
AL HEBIAH SIXTH,17,2024-06-26,5
AL HEBIAH SIXTH,18,2024-07-03,7
AL HEBIAH SIXTH,19,2024-07-10,3
AL HEBIAH SIXTH,20,2024-07-17,3
AL HEBIAH SIXTH,21,2024-07-24,1
AL HEBIAH SIXTH,22,2024-07-31,1
AL HEBIAH SIXTH,23,2024-08-07,0
AL HEBIAH SIXTH,24,2024-08-14,3
AL HEBIAH SIXTH,25,2024-08-21,2
AL HEBIAH SIXTH,26,2024-08-28,6
AL HEBIAH SIXTH,27,2024-09-04,0
AL HEBIAH SIXTH,28,2024-09-11,2
AL HEBIAH SIXTH,29,2024-09-18,2
AL HEBIAH SIXTH,30,2024-09-25,0
AL HEBIAH THIRD,1,2024-03-06,9
AL HEBIAH THIRD,2,2024-03-13,7
AL HEBIAH THIRD,3,2024-03-20,5
AL HEBIAH THIRD,4,2024-03-27,4
AL HEBIAH THIRD,5,2024-04-03,8
AL HEBIAH THIRD,6,2024-04-10,3
AL HEBIAH THIRD,7,2024-04-17,1
AL HEBIAH THIRD,8,2024-04-24,0
AL HEBIAH THIRD,9,2024-05-01,0
AL HEBIAH THIRD,10,2024-05-08,0
AL HEBIAH THIRD,11,2024-05-15,0
AL HEBIAH THIRD,12,2024-05-22,0
AL HEBIAH THIRD,13,2024-05-29,0
AL HEBIAH THIRD,14,2024-06-05,2
AL HEBIAH THIRD,15,2024-06-12,5
AL HEBIAH THIRD,16,2024-06-19,10
AL HEBIAH THIRD,17,2024-06-26,12
AL HEBIAH THIRD,18,2024-07-03,6
AL HEBIAH THIRD,19,2024-07-10,1
AL HEBIAH THIRD,20,2024-07-17,10
AL HEBIAH THIRD,21,2024-07-24,7
AL HEBIAH THIRD,22,2024-07-31,2
AL HEBIAH THIRD,23,2024-08-07,7
AL HEBIAH THIRD,24,2024-08-14,4
AL HEBIAH THIRD,25,2024-08-21,6
AL HEBIAH THIRD,26,2024-08-28,5
AL HEBIAH THIRD,27,2024-09-04,3
AL HEBIAH THIRD,28,2024-09-11,3
AL HEBIAH THIRD,29,2024-09-18,6
AL HEBIAH THIRD,30,2024-09-25,0
AL HUDAIBA,1,2024-03-06,3
AL HUDAIBA,2,2024-03-13,7
AL HUDAIBA,3,2024-03-20,4
AL HUDAIBA,4,2024-03-27,4
AL HUDAIBA,5,2024-04-03,1
AL HUDAIBA,6,2024-04-10,6
AL HUDAIBA,7,2024-04-17,0
AL HUDAIBA,8,2024-04-24,0
AL HUDAIBA,9,2024-05-01,0
AL HUDAIBA,10,2024-05-08,0
AL HUDAIBA,11,2024-05-15,0
AL HUDAIBA,12,2024-05-22,0
AL HUDAIBA,13,2024-05-29,0
AL HUDAIBA,14,2024-06-05,2
AL HUDAIBA,15,2024-06-12,3
AL HUDAIBA,16,2024-06-19,1
AL HUDAIBA,17,2024-06-26,8
AL HUDAIBA,18,2024-07-03,7
AL HUDAIBA,19,2024-07-10,3
AL HUDAIBA,20,2024-07-17,6
AL HUDAIBA,21,2024-07-24,3
AL HUDAIBA,22,2024-07-31,8
AL HUDAIBA,23,2024-08-07,5
AL HUDAIBA,24,2024-08-14,3
AL HUDAIBA,25,2024-08-21,5
AL HUDAIBA,26,2024-08-28,4
AL HUDAIBA,27,2024-09-04,1
AL HUDAIBA,28,2024-09-11,5
AL HUDAIBA,29,2024-09-18,0
AL HUDAIBA,30,2024-09-25,0
AL JADAF,1,2024-03-06,23
AL JADAF,2,2024-03-13,15
AL JADAF,3,2024-03-20,17
AL JADAF,4,2024-03-27,14
AL JADAF,5,2024-04-03,12
AL JADAF,6,2024-04-10,15
AL JADAF,7,2024-04-17,2
AL JADAF,8,2024-04-24,0
AL JADAF,9,2024-05-01,0
AL JADAF,10,2024-05-08,0
AL JADAF,11,2024-05-15,0
AL JADAF,12,2024-05-22,0
AL JADAF,13,2024-05-29,0
AL JADAF,14,2024-06-05,6
AL JADAF,15,2024-06-12,17
AL JADAF,16,2024-06-19,39
AL JADAF,17,2024-06-26,26
AL JADAF,18,2024-07-03,30
AL JADAF,19,2024-07-10,21
AL JADAF,20,2024-07-17,29
AL JADAF,21,2024-07-24,31
AL JADAF,22,2024-07-31,25
AL JADAF,23,2024-08-07,33
AL JADAF,24,2024-08-14,28
AL JADAF,25,2024-08-21,28
AL JADAF,26,2024-08-28,31
AL JADAF,27,2024-09-04,6
AL JADAF,28,2024-09-11,13
AL JADAF,29,2024-09-18,29
AL JADAF,30,2024-09-25,6
AL JAFILIYA,1,2024-03-06,21
AL JAFILIYA,2,2024-03-13,15
AL JAFILIYA,3,2024-03-20,13
AL JAFILIYA,4,2024-03-27,14
AL JAFILIYA,5,2024-04-03,10
AL JAFILIYA,6,2024-04-10,12
AL JAFILIYA,7,2024-04-17,1
AL JAFILIYA,8,2024-04-24,0
AL JAFILIYA,9,2024-05-01,0
AL JAFILIYA,10,2024-05-08,0
AL JAFILIYA,11,2024-05-15,0
AL JAFILIYA,12,2024-05-22,0
AL JAFILIYA,13,2024-05-29,0
AL JAFILIYA,14,2024-06-05,7
AL JAFILIYA,15,2024-06-12,16
AL JAFILIYA,16,2024-06-19,27
AL JAFILIYA,17,2024-06-26,25
AL JAFILIYA,18,2024-07-03,16
AL JAFILIYA,19,2024-07-10,17
AL JAFILIYA,20,2024-07-17,16
AL JAFILIYA,21,2024-07-24,8
AL JAFILIYA,22,2024-07-31,10
AL JAFILIYA,23,2024-08-07,19
AL JAFILIYA,24,2024-08-14,14
AL JAFILIYA,25,2024-08-21,10
AL JAFILIYA,26,2024-08-28,13
AL JAFILIYA,27,2024-09-04,3
AL JAFILIYA,28,2024-09-11,8
AL JAFILIYA,29,2024-09-18,20
AL JAFILIYA,30,2024-09-25,1
AL KARAMA,1,2024-03-06,11
AL KARAMA,2,2024-03-13,11
AL KARAMA,3,2024-03-20,17
AL KARAMA,4,2024-03-27,9
AL KARAMA,5,2024-04-03,20
AL KARAMA,6,2024-04-10,16
AL KARAMA,7,2024-04-17,2
AL KARAMA,8,2024-04-24,0
AL KARAMA,9,2024-05-01,0
AL KARAMA,10,2024-05-08,0
AL KARAMA,11,2024-05-15,0
AL KARAMA,12,2024-05-22,0
AL KARAMA,13,2024-05-29,0
AL KARAMA,14,2024-06-05,1
AL KARAMA,15,2024-06-12,19
AL KARAMA,16,2024-06-19,11
AL KARAMA,17,2024-06-26,15
AL KARAMA,18,2024-07-03,17
AL KARAMA,19,2024-07-10,13
AL KARAMA,20,2024-07-17,9
AL KARAMA,21,2024-07-24,11
AL KARAMA,22,2024-07-31,20
AL KARAMA,23,2024-08-07,11
AL KARAMA,24,2024-08-14,12
AL KARAMA,25,2024-08-21,15
AL KARAMA,26,2024-08-28,14
AL KARAMA,27,2024-09-04,6
AL KARAMA,28,2024-09-11,17
AL KARAMA,29,2024-09-18,16
AL KARAMA,30,2024-09-25,0
AL KHABAISI,1,2024-03-06,14
AL KHABAISI,2,2024-03-13,6
AL KHABAISI,3,2024-03-20,4
AL KHABAISI,4,2024-03-27,8
AL KHABAISI,5,2024-04-03,5
AL KHABAISI,6,2024-04-10,8
AL KHABAISI,7,2024-04-17,2
AL KHABAISI,8,2024-04-24,0
AL KHABAISI,9,2024-05-01,0
AL KHABAISI,10,2024-05-08,0
AL KHABAISI,11,2024-05-15,0
AL KHABAISI,12,2024-05-22,0
AL KHABAISI,13,2024-05-29,0
AL KHABAISI,14,2024-06-05,0
AL KHABAISI,15,2024-06-12,11
AL KHABAISI,16,2024-06-19,9
AL KHABAISI,17,2024-06-26,8
AL KHABAISI,18,2024-07-03,14
AL KHABAISI,19,2024-07-10,7
AL KHABAISI,20,2024-07-17,15
AL KHABAISI,21,2024-07-24,9
AL KHABAISI,22,2024-07-31,10
AL KHABAISI,23,2024-08-07,8
AL KHABAISI,24,2024-08-14,10
AL KHABAISI,25,2024-08-21,10
AL KHABAISI,26,2024-08-28,11
AL KHABAISI,27,2024-09-04,1
AL KHABAISI,28,2024-09-11,4
AL KHABAISI,29,2024-09-18,7
AL KHABAISI,30,2024-09-25,1
AL KHEERAN,1,2024-03-06,14
AL KHEERAN,2,2024-03-13,13
AL KHEERAN,3,2024-03-20,20
AL KHEERAN,4,2024-03-27,11
AL KHEERAN,5,2024-04-03,11
AL KHEERAN,6,2024-04-10,17
AL KHEERAN,7,2024-04-17,3
AL KHEERAN,8,2024-04-24,0
AL KHEERAN,9,2024-05-01,0
AL KHEERAN,10,2024-05-08,0
AL KHEERAN,11,2024-05-15,0
AL KHEERAN,12,2024-05-22,0
AL KHEERAN,13,2024-05-29,0
AL KHEERAN,14,2024-06-05,5
AL KHEERAN,15,2024-06-12,7
AL KHEERAN,16,2024-06-19,13
AL KHEERAN,17,2024-06-26,12
AL KHEERAN,18,2024-07-03,14
AL KHEERAN,19,2024-07-10,12
AL KHEERAN,20,2024-07-17,12
AL KHEERAN,21,2024-07-24,13
AL KHEERAN,22,2024-07-31,12
AL KHEERAN,23,2024-08-07,16
AL KHEERAN,24,2024-08-14,12
AL KHEERAN,25,2024-08-21,8
AL KHEERAN,26,2024-08-28,6
AL KHEERAN,27,2024-09-04,2
AL KHEERAN,28,2024-09-11,10
AL KHEERAN,29,2024-09-18,14
AL KHEERAN,30,2024-09-25,2
AL KHEERAN FIRST,1,2024-03-06,7
AL KHEERAN FIRST,2,2024-03-13,3
AL KHEERAN FIRST,3,2024-03-20,5
AL KHEERAN FIRST,4,2024-03-27,4
AL KHEERAN FIRST,5,2024-04-03,3
AL KHEERAN FIRST,6,2024-04-10,5
AL KHEERAN FIRST,7,2024-04-17,0
AL KHEERAN FIRST,8,2024-04-24,0
AL KHEERAN FIRST,9,2024-05-01,0
AL KHEERAN FIRST,10,2024-05-08,0
AL KHEERAN FIRST,11,2024-05-15,0
AL KHEERAN FIRST,12,2024-05-22,0
AL KHEERAN FIRST,13,2024-05-29,0
AL KHEERAN FIRST,14,2024-06-05,1
AL KHEERAN FIRST,15,2024-06-12,8
AL KHEERAN FIRST,16,2024-06-19,5
AL KHEERAN FIRST,17,2024-06-26,5
AL KHEERAN FIRST,18,2024-07-03,8
AL KHEERAN FIRST,19,2024-07-10,6
AL KHEERAN FIRST,20,2024-07-17,5
AL KHEERAN FIRST,21,2024-07-24,3
AL KHEERAN FIRST,22,2024-07-31,5
AL KHEERAN FIRST,23,2024-08-07,5
AL KHEERAN FIRST,24,2024-08-14,6
AL KHEERAN FIRST,25,2024-08-21,9
AL KHEERAN FIRST,26,2024-08-28,4
AL KHEERAN FIRST,27,2024-09-04,1
AL KHEERAN FIRST,28,2024-09-11,6
AL KHEERAN FIRST,29,2024-09-18,11
AL KHEERAN FIRST,30,2024-09-25,0
AL KHWANEEJ FIRST,1,2024-03-06,4
AL KHWANEEJ FIRST,2,2024-03-13,10
AL KHWANEEJ FIRST,3,2024-03-20,9
AL KHWANEEJ FIRST,4,2024-03-27,8
AL KHWANEEJ FIRST,5,2024-04-03,8
AL KHWANEEJ FIRST,6,2024-04-10,5
AL KHWANEEJ FIRST,7,2024-04-17,0
AL KHWANEEJ FIRST,8,2024-04-24,0
AL KHWANEEJ FIRST,9,2024-05-01,0
AL KHWANEEJ FIRST,10,2024-05-08,0
AL KHWANEEJ FIRST,11,2024-05-15,0
AL KHWANEEJ FIRST,12,2024-05-22,0
AL KHWANEEJ FIRST,13,2024-05-29,0
AL KHWANEEJ FIRST,14,2024-06-05,1
AL KHWANEEJ FIRST,15,2024-06-12,7
AL KHWANEEJ FIRST,16,2024-06-19,5
AL KHWANEEJ FIRST,17,2024-06-26,5
AL KHWANEEJ FIRST,18,2024-07-03,10
AL KHWANEEJ FIRST,19,2024-07-10,4
AL KHWANEEJ FIRST,20,2024-07-17,2
AL KHWANEEJ FIRST,21,2024-07-24,10
AL KHWANEEJ FIRST,22,2024-07-31,12
AL KHWANEEJ FIRST,23,2024-08-07,11
AL KHWANEEJ FIRST,24,2024-08-14,7
AL KHWANEEJ FIRST,25,2024-08-21,8
AL KHWANEEJ FIRST,26,2024-08-28,8
AL KHWANEEJ FIRST,27,2024-09-04,2
AL KHWANEEJ FIRST,28,2024-09-11,7
AL KHWANEEJ FIRST,29,2024-09-18,9
AL KHWANEEJ FIRST,30,2024-09-25,2
AL KHWANEEJ SECOND,1,2024-03-06,13
AL KHWANEEJ SECOND,2,2024-03-13,2
AL KHWANEEJ SECOND,3,2024-03-20,2
AL KHWANEEJ SECOND,4,2024-03-27,2
AL KHWANEEJ SECOND,5,2024-04-03,4
AL KHWANEEJ SECOND,6,2024-04-10,7
AL KHWANEEJ SECOND,7,2024-04-17,1
AL KHWANEEJ SECOND,8,2024-04-24,0
AL KHWANEEJ SECOND,9,2024-05-01,0
AL KHWANEEJ SECOND,10,2024-05-08,0
AL KHWANEEJ SECOND,11,2024-05-15,0
AL KHWANEEJ SECOND,12,2024-05-22,0
AL KHWANEEJ SECOND,13,2024-05-29,0
AL KHWANEEJ SECOND,14,2024-06-05,1
AL KHWANEEJ SECOND,15,2024-06-12,4
AL KHWANEEJ SECOND,16,2024-06-19,4
AL KHWANEEJ SECOND,17,2024-06-26,6
AL KHWANEEJ SECOND,18,2024-07-03,5
AL KHWANEEJ SECOND,19,2024-07-10,6
AL KHWANEEJ SECOND,20,2024-07-17,5
AL KHWANEEJ SECOND,21,2024-07-24,1
AL KHWANEEJ SECOND,22,2024-07-31,5
AL KHWANEEJ SECOND,23,2024-08-07,7
AL KHWANEEJ SECOND,24,2024-08-14,5
AL KHWANEEJ SECOND,25,2024-08-21,8
AL KHWANEEJ SECOND,26,2024-08-28,5
AL KHWANEEJ SECOND,27,2024-09-04,2
AL KHWANEEJ SECOND,28,2024-09-11,5
AL KHWANEEJ SECOND,29,2024-09-18,17
AL KHWANEEJ SECOND,30,2024-09-25,0
AL KIFAF,1,2024-03-06,8
AL KIFAF,2,2024-03-13,5
AL KIFAF,3,2024-03-20,2
AL KIFAF,4,2024-03-27,2
AL KIFAF,5,2024-04-03,4
AL KIFAF,6,2024-04-10,7
AL KIFAF,7,2024-04-17,0
AL KIFAF,8,2024-04-24,0
AL KIFAF,9,2024-05-01,0
AL KIFAF,10,2024-05-08,0
AL KIFAF,11,2024-05-15,0
AL KIFAF,12,2024-05-22,0
AL KIFAF,13,2024-05-29,0
AL KIFAF,14,2024-06-05,3
AL KIFAF,15,2024-06-12,2
AL KIFAF,16,2024-06-19,6
AL KIFAF,17,2024-06-26,5
AL KIFAF,18,2024-07-03,6
AL KIFAF,19,2024-07-10,5
AL KIFAF,20,2024-07-17,2
AL KIFAF,21,2024-07-24,6
AL KIFAF,22,2024-07-31,1
AL KIFAF,23,2024-08-07,2
AL KIFAF,24,2024-08-14,2
AL KIFAF,25,2024-08-21,3
AL KIFAF,26,2024-08-28,3
AL KIFAF,27,2024-09-04,2
AL KIFAF,28,2024-09-11,6
AL KIFAF,29,2024-09-18,3
AL KIFAF,30,2024-09-25,0
AL LAYAN 1,1,2024-03-06,1
AL LAYAN 1,2,2024-03-13,2
AL LAYAN 1,3,2024-03-20,1
AL LAYAN 1,4,2024-03-27,0
AL LAYAN 1,5,2024-04-03,0
AL LAYAN 1,6,2024-04-10,0
AL LAYAN 1,7,2024-04-17,0
AL LAYAN 1,8,2024-04-24,0
AL LAYAN 1,9,2024-05-01,0
AL LAYAN 1,10,2024-05-08,0
AL LAYAN 1,11,2024-05-15,0
AL LAYAN 1,12,2024-05-22,0
AL LAYAN 1,13,2024-05-29,0
AL LAYAN 1,14,2024-06-05,0
AL LAYAN 1,15,2024-06-12,0
AL LAYAN 1,16,2024-06-19,0
AL LAYAN 1,17,2024-06-26,0
AL LAYAN 1,18,2024-07-03,0
AL LAYAN 1,19,2024-07-10,0
AL LAYAN 1,20,2024-07-17,0
AL LAYAN 1,21,2024-07-24,0
AL LAYAN 1,22,2024-07-31,0
AL LAYAN 1,23,2024-08-07,0
AL LAYAN 1,24,2024-08-14,0
AL LAYAN 1,25,2024-08-21,0
AL LAYAN 1,26,2024-08-28,0
AL LAYAN 1,27,2024-09-04,0
AL LAYAN 1,28,2024-09-11,0
AL LAYAN 1,29,2024-09-18,0
AL LAYAN 1,30,2024-09-25,0
AL LESAILY,1,2024-03-06,4
AL LESAILY,2,2024-03-13,2
AL LESAILY,3,2024-03-20,5
AL LESAILY,4,2024-03-27,0
AL LESAILY,5,2024-04-03,4
AL LESAILY,6,2024-04-10,2
AL LESAILY,7,2024-04-17,0
AL LESAILY,8,2024-04-24,0
AL LESAILY,9,2024-05-01,0
AL LESAILY,10,2024-05-08,0
AL LESAILY,11,2024-05-15,0
AL LESAILY,12,2024-05-22,0
AL LESAILY,13,2024-05-29,0
AL LESAILY,14,2024-06-05,0
AL LESAILY,15,2024-06-12,3
AL LESAILY,16,2024-06-19,7
AL LESAILY,17,2024-06-26,2
AL LESAILY,18,2024-07-03,1
AL LESAILY,19,2024-07-10,1
AL LESAILY,20,2024-07-17,1
AL LESAILY,21,2024-07-24,1
AL LESAILY,22,2024-07-31,4
AL LESAILY,23,2024-08-07,3
AL LESAILY,24,2024-08-14,4
AL LESAILY,25,2024-08-21,0
AL LESAILY,26,2024-08-28,4
AL LESAILY,27,2024-09-04,0
AL LESAILY,28,2024-09-11,2
AL LESAILY,29,2024-09-18,0
AL LESAILY,30,2024-09-25,1
AL MAHA,1,2024-03-06,0
AL MAHA,2,2024-03-13,0
AL MAHA,3,2024-03-20,1
AL MAHA,4,2024-03-27,0
AL MAHA,5,2024-04-03,1
AL MAHA,6,2024-04-10,0
AL MAHA,7,2024-04-17,0
AL MAHA,8,2024-04-24,0
AL MAHA,9,2024-05-01,0
AL MAHA,10,2024-05-08,0
AL MAHA,11,2024-05-15,0
AL MAHA,12,2024-05-22,0
AL MAHA,13,2024-05-29,0
AL MAHA,14,2024-06-05,0
AL MAHA,15,2024-06-12,0
AL MAHA,16,2024-06-19,0
AL MAHA,17,2024-06-26,0
AL MAHA,18,2024-07-03,1
AL MAHA,19,2024-07-10,0
AL MAHA,20,2024-07-17,0
AL MAHA,21,2024-07-24,0
AL MAHA,22,2024-07-31,0
AL MAHA,23,2024-08-07,1
AL MAHA,24,2024-08-14,0
AL MAHA,25,2024-08-21,0
AL MAHA,26,2024-08-28,0
AL MAHA,27,2024-09-04,0
AL MAHA,28,2024-09-11,1
AL MAHA,29,2024-09-18,0
AL MAHA,30,2024-09-25,0
AL MAMZAR,1,2024-03-06,18
AL MAMZAR,2,2024-03-13,10
AL MAMZAR,3,2024-03-20,6
AL MAMZAR,4,2024-03-27,15
AL MAMZAR,5,2024-04-03,11
AL MAMZAR,6,2024-04-10,16
AL MAMZAR,7,2024-04-17,1
AL MAMZAR,8,2024-04-24,0
AL MAMZAR,9,2024-05-01,0
AL MAMZAR,10,2024-05-08,0
AL MAMZAR,11,2024-05-15,0
AL MAMZAR,12,2024-05-22,0
AL MAMZAR,13,2024-05-29,0
AL MAMZAR,14,2024-06-05,1
AL MAMZAR,15,2024-06-12,10
AL MAMZAR,16,2024-06-19,8
AL MAMZAR,17,2024-06-26,7
AL MAMZAR,18,2024-07-03,12
AL MAMZAR,19,2024-07-10,3
AL MAMZAR,20,2024-07-17,7
AL MAMZAR,21,2024-07-24,8
AL MAMZAR,22,2024-07-31,11
AL MAMZAR,23,2024-08-07,10
AL MAMZAR,24,2024-08-14,18
AL MAMZAR,25,2024-08-21,10
AL MAMZAR,26,2024-08-28,13
AL MAMZAR,27,2024-09-04,1
AL MAMZAR,28,2024-09-11,6
AL MAMZAR,29,2024-09-18,10
AL MAMZAR,30,2024-09-25,1
AL MANARA,1,2024-03-06,7
AL MANARA,2,2024-03-13,5
AL MANARA,3,2024-03-20,6
AL MANARA,4,2024-03-27,6
AL MANARA,5,2024-04-03,14
AL MANARA,6,2024-04-10,10
AL MANARA,7,2024-04-17,0
AL MANARA,8,2024-04-24,0
AL MANARA,9,2024-05-01,0
AL MANARA,10,2024-05-08,0
AL MANARA,11,2024-05-15,0
AL MANARA,12,2024-05-22,0
AL MANARA,13,2024-05-29,0
AL MANARA,14,2024-06-05,0
AL MANARA,15,2024-06-12,1
AL MANARA,16,2024-06-19,6
AL MANARA,17,2024-06-26,7
AL MANARA,18,2024-07-03,4
AL MANARA,19,2024-07-10,7
AL MANARA,20,2024-07-17,2
AL MANARA,21,2024-07-24,6
AL MANARA,22,2024-07-31,6
AL MANARA,23,2024-08-07,3
AL MANARA,24,2024-08-14,1
AL MANARA,25,2024-08-21,8
AL MANARA,26,2024-08-28,10
AL MANARA,27,2024-09-04,2
AL MANARA,28,2024-09-11,2
AL MANARA,29,2024-09-18,12
AL MANARA,30,2024-09-25,2
AL MARMOOM,1,2024-03-06,0
AL MARMOOM,2,2024-03-13,2
AL MARMOOM,3,2024-03-20,2
AL MARMOOM,4,2024-03-27,0
AL MARMOOM,5,2024-04-03,6
AL MARMOOM,6,2024-04-10,4
AL MARMOOM,7,2024-04-17,0
AL MARMOOM,8,2024-04-24,0
AL MARMOOM,9,2024-05-01,0
AL MARMOOM,10,2024-05-08,0
AL MARMOOM,11,2024-05-15,0
AL MARMOOM,12,2024-05-22,0
AL MARMOOM,13,2024-05-29,0
AL MARMOOM,14,2024-06-05,0
AL MARMOOM,15,2024-06-12,2
AL MARMOOM,16,2024-06-19,0
AL MARMOOM,17,2024-06-26,0
AL MARMOOM,18,2024-07-03,1
AL MARMOOM,19,2024-07-10,1
AL MARMOOM,20,2024-07-17,3
AL MARMOOM,21,2024-07-24,1
AL MARMOOM,22,2024-07-31,3
AL MARMOOM,23,2024-08-07,3
AL MARMOOM,24,2024-08-14,0
